"journal_id","Account_Code","Account_Name","Date","Entity_ID","Entity_Name","Region","Country","Currency","FS_Subclass","Category","Normal_Balance","Financial_Statement","Debit","Credit","Amount","display_amount","Description","entry_type"
,1000,Cash and Bank,"2025-01-18 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2542.13,0.0,2542.13,2542.13,Sale,Regular
,4000,Product Sales Revenue,"2025-01-15 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2542.13,-2542.13,2542.13,Revenue,Regular
,1000,Cash and Bank,"2025-01-06 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3003.76,0.0,3003.76,3003.76,Sale,Regular
,4000,Product Sales Revenue,"2025-01-27 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3003.76,-3003.76,3003.76,Revenue,Regular
,1000,Cash and Bank,"2025-01-27 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4504.76,0.0,4504.76,4504.76,Sale,Regular
,4000,Product Sales Revenue,"2025-01-02 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4504.76,-4504.76,4504.76,Revenue,Regular
,1000,Cash and Bank,"2025-01-17 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1572.1,0.0,1572.1,1572.1,Sale,Regular
,4000,Product Sales Revenue,"2025-01-13 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1572.1,-1572.1,1572.1,Revenue,Regular
,1000,Cash and Bank,"2025-01-22 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3660.11,0.0,3660.11,3660.11,Sale,Regular
,4000,Product Sales Revenue,"2025-01-01 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3660.11,-3660.11,3660.11,Revenue,Regular
,1000,Cash and Bank,"2025-01-22 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3470.96,0.0,3470.96,3470.96,Sale,Regular
,4000,Product Sales Revenue,"2025-01-05 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3470.96,-3470.96,3470.96,Revenue,Regular
,1000,Cash and Bank,"2025-01-14 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2747.32,0.0,2747.32,2747.32,Sale,Regular
,4000,Product Sales Revenue,"2025-01-10 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2747.32,-2747.32,2747.32,Revenue,Regular
,1000,Cash and Bank,"2025-01-07 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2493.36,0.0,2493.36,2493.36,Sale,Regular
,4000,Product Sales Revenue,"2025-01-17 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2493.36,-2493.36,2493.36,Revenue,Regular
,1000,Cash and Bank,"2025-01-15 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2883.68,0.0,2883.68,2883.68,Sale,Regular
,4000,Product Sales Revenue,"2025-01-03 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2883.68,-2883.68,2883.68,Revenue,Regular
,1000,Cash and Bank,"2025-01-18 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4186.51,0.0,4186.51,4186.51,Sale,Regular
,4000,Product Sales Revenue,"2025-01-02 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4186.51,-4186.51,4186.51,Revenue,Regular
,1000,Cash and Bank,"2025-01-15 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4141.0,0.0,4141.0,4141.0,Sale,Regular
,4000,Product Sales Revenue,"2025-01-27 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4141.0,-4141.0,4141.0,Revenue,Regular
,1000,Cash and Bank,"2025-01-05 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3208.75,0.0,3208.75,3208.75,Sale,Regular
,4000,Product Sales Revenue,"2025-01-25 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3208.75,-3208.75,3208.75,Revenue,Regular
,1000,Cash and Bank,"2025-01-26 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3801.14,0.0,3801.14,3801.14,Sale,Regular
,4000,Product Sales Revenue,"2025-01-25 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3801.14,-3801.14,3801.14,Revenue,Regular
,1000,Cash and Bank,"2025-01-02 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1929.08,0.0,1929.08,1929.08,Sale,Regular
,4000,Product Sales Revenue,"2025-01-17 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1929.08,-1929.08,1929.08,Revenue,Regular
,1000,Cash and Bank,"2025-01-19 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2150.05,0.0,2150.05,2150.05,Sale,Regular
,4000,Product Sales Revenue,"2025-01-17 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2150.05,-2150.05,2150.05,Revenue,Regular
,1000,Cash and Bank,"2025-01-15 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4991.76,0.0,4991.76,4991.76,Sale,Regular
,4000,Product Sales Revenue,"2025-01-08 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4991.76,-4991.76,4991.76,Revenue,Regular
,1000,Cash and Bank,"2025-01-04 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3836.24,0.0,3836.24,3836.24,Sale,Regular
,4000,Product Sales Revenue,"2025-01-25 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3836.24,-3836.24,3836.24,Revenue,Regular
,1000,Cash and Bank,"2025-01-18 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4470.14,0.0,4470.14,4470.14,Sale,Regular
,4000,Product Sales Revenue,"2025-01-01 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4470.14,-4470.14,4470.14,Revenue,Regular
,1000,Cash and Bank,"2025-01-12 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1710.79,0.0,1710.79,1710.79,Sale,Regular
,4000,Product Sales Revenue,"2025-01-11 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1710.79,-1710.79,1710.79,Revenue,Regular
,1000,Cash and Bank,"2025-01-26 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1694.56,0.0,1694.56,1694.56,Sale,Regular
,4000,Product Sales Revenue,"2025-01-22 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1694.56,-1694.56,1694.56,Revenue,Regular
,1000,Cash and Bank,"2025-01-18 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1894.7,0.0,1894.7,1894.7,Sale,Regular
,4000,Product Sales Revenue,"2025-01-27 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1894.7,-1894.7,1894.7,Revenue,Regular
,1000,Cash and Bank,"2025-01-07 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1584.26,0.0,1584.26,1584.26,Sale,Regular
,4000,Product Sales Revenue,"2025-01-03 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1584.26,-1584.26,1584.26,Revenue,Regular
,1000,Cash and Bank,"2025-01-26 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2382.51,0.0,2382.51,2382.51,Sale,Regular
,4000,Product Sales Revenue,"2025-01-27 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2382.51,-2382.51,2382.51,Revenue,Regular
,1000,Cash and Bank,"2025-01-24 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2491.88,0.0,2491.88,2491.88,Sale,Regular
,4000,Product Sales Revenue,"2025-01-23 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2491.88,-2491.88,2491.88,Revenue,Regular
,6600,Depreciation Expense,"2025-01-28 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Expenses,Expense,Debit,Income Statement,8333.33,0.0,8333.33,8333.33,Depreciation Expense,Regular
,1850,Accumulated Depreciation,"2025-01-28 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Non-Current Assets,Asset,Credit,Balance Sheet,0.0,8333.33,-8333.33,-8333.33,Accrue Depreciation,Regular
,1000,Cash and Bank,"2025-01-15 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2768.06,0.0,2768.06,2768.06,Sale,Regular
,4000,Product Sales Revenue,"2025-01-21 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2768.06,-2768.06,2768.06,Revenue,Regular
,1000,Cash and Bank,"2025-01-02 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4662.86,0.0,4662.86,4662.86,Sale,Regular
,4000,Product Sales Revenue,"2025-01-10 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4662.86,-4662.86,4662.86,Revenue,Regular
,1000,Cash and Bank,"2025-01-07 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3936.64,0.0,3936.64,3936.64,Sale,Regular
,4000,Product Sales Revenue,"2025-01-25 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3936.64,-3936.64,3936.64,Revenue,Regular
,1000,Cash and Bank,"2025-01-01 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4380.85,0.0,4380.85,4380.85,Sale,Regular
,4000,Product Sales Revenue,"2025-01-26 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4380.85,-4380.85,4380.85,Revenue,Regular
,1000,Cash and Bank,"2025-01-09 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2798.64,0.0,2798.64,2798.64,Sale,Regular
,4000,Product Sales Revenue,"2025-01-05 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2798.64,-2798.64,2798.64,Revenue,Regular
,1000,Cash and Bank,"2025-01-14 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3173.5,0.0,3173.5,3173.5,Sale,Regular
,4000,Product Sales Revenue,"2025-01-26 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3173.5,-3173.5,3173.5,Revenue,Regular
,1000,Cash and Bank,"2025-01-09 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4248.25,0.0,4248.25,4248.25,Sale,Regular
,4000,Product Sales Revenue,"2025-01-16 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4248.25,-4248.25,4248.25,Revenue,Regular
,1000,Cash and Bank,"2025-01-24 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2682.49,0.0,2682.49,2682.49,Sale,Regular
,4000,Product Sales Revenue,"2025-01-19 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2682.49,-2682.49,2682.49,Revenue,Regular
,1000,Cash and Bank,"2025-01-18 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1126.96,0.0,1126.96,1126.96,Sale,Regular
,4000,Product Sales Revenue,"2025-01-11 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1126.96,-1126.96,1126.96,Revenue,Regular
,1000,Cash and Bank,"2025-01-17 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3287.31,0.0,3287.31,3287.31,Sale,Regular
