"date","entity_id","account_code","debit","credit","description","journal_id","entry_type"
2025-01-21,E202,1000,3621.33,0.0,Sale,"",Regular
2025-01-01,E202,4000,0.0,3621.33,Revenue,"",Regular
2025-01-09,E202,1000,4174.49,0.0,Sale,"",Regular
2025-01-12,E202,4000,0.0,4174.49,Revenue,"",Regular
2025-01-06,E202,1000,1987.0,0.0,Sale,"",Regular
2025-01-04,E202,4000,0.0,1987.0,Revenue,"",Regular
2025-01-26,E202,1000,1124.9,0.0,Sale,"",Regular
2025-01-20,E202,4000,0.0,1124.9,Revenue,"",Regular
2025-01-20,E202,1000,4789.34,0.0,Sale,"",Regular
2025-01-13,E202,4000,0.0,4789.34,Revenue,"",Regular
2025-01-25,E202,1000,2748.5,0.0,Sale,"",Regular
2025-01-22,E202,4000,0.0,2748.5,Revenue,"",Regular
2025-01-08,E202,1000,3463.02,0.0,Sale,"",Regular
2025-01-14,E202,4000,0.0,3463.02,Revenue,"",Regular
2025-01-07,E202,1000,2067.46,0.0,Sale,"",Regular
2025-01-05,E202,4000,0.0,2067.46,Revenue,"",Regular
2025-01-27,E202,1000,2656.92,0.0,Sale,"",Regular
2025-01-07,E202,4000,0.0,2656.92,Revenue,"",Regular
2025-01-07,E202,1000,3807.67,0.0,Sale,"",Regular
2025-01-12,E202,4000,0.0,3807.67,Revenue,"",Regular
2025-01-02,E202,1000,4855.01,0.0,Sale,"",Regular
2025-01-02,E202,4000,0.0,4855.01,Revenue,"",Regular
2025-01-12,E202,1000,3852.35,0.0,Sale,"",Regular
2025-01-01,E202,4000,0.0,3852.35,Revenue,"",Regular
2025-01-22,E202,1000,3545.02,0.0,Sale,"",Regular
2025-01-05,E202,4000,0.0,3545.02,Revenue,"",Regular
2025-01-01,E202,1000,4867.11,0.0,Sale,"",Regular
2025-01-04,E202,4000,0.0,4867.11,Revenue,"",Regular
2025-01-16,E202,1000,3662.56,0.0,Sale,"",Regular
2025-01-13,E202,4000,0.0,3662.56,Revenue,"",Regular
2025-01-13,E202,1000,1930.91,0.0,Sale,"",Regular
2025-01-27,E202,4000,0.0,1930.91,Revenue,"",Regular
2025-01-20,E202,1000,1156.17,0.0,Sale,"",Regular
2025-01-01,E202,4000,0.0,1156.17,Revenue,"",Regular
2025-01-22,E202,1000,1752.72,0.0,Sale,"",Regular
2025-01-01,E202,4000,0.0,1752.72,Revenue,"",Regular
2025-01-15,E202,1000,1873.54,0.0,Sale,"",Regular
2025-01-12,E202,4000,0.0,1873.54,Revenue,"",Regular
2025-01-16,E202,1000,4035.04,0.0,Sale,"",Regular
2025-01-07,E202,4000,0.0,4035.04,Revenue,"",Regular
2025-01-25,E202,1000,2256.71,0.0,Sale,"",Regular
2025-01-11,E202,4000,0.0,2256.71,Revenue,"",Regular
2025-01-09,E202,1000,1848.83,0.0,Sale,"",Regular
2025-01-22,E202,4000,0.0,1848.83,Revenue,"",Regular
2025-01-12,E202,1000,4534.76,0.0,Sale,"",Regular
2025-01-03,E202,4000,0.0,4534.76,Revenue,"",Regular
2025-01-01,E202,1000,4336.44,0.0,Sale,"",Regular
2025-01-04,E202,4000,0.0,4336.44,Revenue,"",Regular
2025-01-09,E202,1000,3912.12,0.0,Sale,"",Regular
2025-01-01,E202,4000,0.0,3912.12,Revenue,"",Regular
2025-01-04,E202,1000,2697.77,0.0,Sale,"",Regular
2025-01-19,E202,4000,0.0,2697.77,Revenue,"",Regular
2025-01-08,E202,1000,2051.8,0.0,Sale,"",Regular
2025-01-19,E202,4000,0.0,2051.8,Revenue,"",Regular
2025-01-22,E202,1000,3312.57,0.0,Sale,"",Regular
2025-01-04,E202,4000,0.0,3312.57,Revenue,"",Regular
2025-01-17,E202,1000,3945.95,0.0,Sale,"",Regular
2025-01-24,E202,4000,0.0,3945.95,Revenue,"",Regular
2025-01-12,E202,1000,3681.27,0.0,Sale,"",Regular
2025-01-06,E202,4000,0.0,3681.27,Revenue,"",Regular
2025-01-16,E202,1000,4063.84,0.0,Sale,"",Regular
2025-01-11,E202,4000,0.0,4063.84,Revenue,"",Regular
2025-01-11,E202,1000,1714.56,0.0,Sale,"",Regular
2025-01-13,E202,4000,0.0,1714.56,Revenue,"",Regular
2025-01-16,E202,1000,2451.83,0.0,Sale,"",Regular
2025-01-16,E202,4000,0.0,2451.83,Revenue,"",Regular
2025-01-17,E202,1000,4122.87,0.0,Sale,"",Regular
2025-01-01,E202,4000,0.0,4122.87,Revenue,"",Regular
2025-01-13,E202,1000,2311.0,0.0,Sale,"",Regular
2025-01-23,E202,4000,0.0,2311.0,Revenue,"",Regular
2025-01-19,E202,1000,4997.31,0.0,Sale,"",Regular
2025-01-16,E202,4000,0.0,4997.31,Revenue,"",Regular
2025-01-28,E303,6600,8333.33,0.0,Depreciation Expense,"",Regular
2025-01-28,E303,1850,0.0,8333.33,Accrue Depreciation,"",Regular
2025-01-27,E303,1000,1609.85,0.0,Sale,"",Regular
2025-01-16,E303,4000,0.0,1609.85,Revenue,"",Regular
2025-01-12,E303,1000,1878.12,0.0,Sale,"",Regular
2025-01-24,E303,4000,0.0,1878.12,Revenue,"",Regular
2025-01-02,E303,1000,3256.97,0.0,Sale,"",Regular
2025-01-12,E303,4000,0.0,3256.97,Revenue,"",Regular
2025-01-23,E303,1000,3320.05,0.0,Sale,"",Regular
2025-01-26,E303,4000,0.0,3320.05,Revenue,"",Regular
2025-01-26,E303,1000,4574.31,0.0,Sale,"",Regular
2025-01-09,E303,4000,0.0,4574.31,Revenue,"",Regular
2025-01-01,E303,1000,2958.67,0.0,Sale,"",Regular
2025-01-15,E303,4000,0.0,2958.67,Revenue,"",Regular
2025-01-22,E303,1000,1057.84,0.0,Sale,"",Regular
2025-01-13,E303,4000,0.0,1057.84,Revenue,"",Regular
2025-01-20,E303,1000,2362.36,0.0,Sale,"",Regular
2025-01-08,E303,4000,0.0,2362.36,Revenue,"",Regular
2025-01-21,E303,1000,1661.47,0.0,Sale,"",Regular
2025-01-19,E303,4000,0.0,1661.47,Revenue,"",Regular
2025-01-09,E303,1000,1719.92,0.0,Sale,"",Regular
2025-01-22,E303,4000,0.0,1719.92,Revenue,"",Regular
2025-01-10,E303,1000,2721.35,0.0,Sale,"",Regular
2025-01-14,E303,4000,0.0,2721.35,Revenue,"",Regular
2025-01-18,E303,1000,2020.49,0.0,Sale,"",Regular
2025-01-23,E303,4000,0.0,2020.49,Revenue,"",Regular
2025-01-14,E303,1000,4042.22,0.0,Sale,"",Regular
2025-01-22,E303,4000,0.0,4042.22,Revenue,"",Regular
2025-01-12,E303,1000,2824.64,0.0,Sale,"",Regular
2025-01-27,E303,4000,0.0,2824.64,Revenue,"",Regular
2025-01-25,E303,1000,3610.48,0.0,Sale,"",Regular
2025-01-04,E303,4000,0.0,3610.48,Revenue,"",Regular
2025-01-14,E303,1000,1519.11,0.0,Sale,"",Regular
2025-01-16,E303,4000,0.0,1519.11,Revenue,"",Regular
2025-01-06,E303,1000,4909.69,0.0,Sale,"",Regular
2025-01-01,E303,4000,0.0,4909.69,Revenue,"",Regular
2025-01-26,E303,1000,1249.82,0.0,Sale,"",Regular
2025-01-06,E303,4000,0.0,1249.82,Revenue,"",Regular
2025-01-22,E303,1000,3266.1,0.0,Sale,"",Regular
2025-01-03,E303,4000,0.0,3266.1,Revenue,"",Regular
2025-01-05,E303,1000,1500.69,0.0,Sale,"",Regular
2025-01-07,E303,4000,0.0,1500.69,Revenue,"",Regular
2025-01-22,E303,1000,3050.79,0.0,Sale,"",Regular
2025-01-16,E303,4000,0.0,3050.79,Revenue,"",Regular
2025-01-26,E303,1000,4583.26,0.0,Sale,"",Regular
2025-01-12,E303,4000,0.0,4583.26,Revenue,"",Regular
2025-01-23,E303,1000,3133.72,0.0,Sale,"",Regular
2025-01-21,E303,4000,0.0,3133.72,Revenue,"",Regular
2025-01-19,E303,1000,3169.62,0.0,Sale,"",Regular
2025-01-23,E303,4000,0.0,3169.62,Revenue,"",Regular
2025-01-08,E303,1000,3559.04,0.0,Sale,"",Regular
2025-01-21,E303,4000,0.0,3559.04,Revenue,"",Regular
2025-01-22,E303,1000,4504.98,0.0,Sale,"",Regular
2025-01-09,E303,4000,0.0,4504.98,Revenue,"",Regular
2025-01-08,E303,1000,4276.59,0.0,Sale,"",Regular
2025-01-16,E303,4000,0.0,4276.59,Revenue,"",Regular
2025-01-22,E303,1000,4650.65,0.0,Sale,"",Regular
2025-01-09,E303,4000,0.0,4650.65,Revenue,"",Regular
2025-01-10,E303,1000,4333.71,0.0,Sale,"",Regular
2025-01-17,E303,4000,0.0,4333.71,Revenue,"",Regular
2025-01-23,E303,1000,3032.27,0.0,Sale,"",Regular
2025-01-18,E303,4000,0.0,3032.27,Revenue,"",Regular
2025-01-13,E303,1000,3182.43,0.0,Sale,"",Regular
2025-01-04,E303,4000,0.0,3182.43,Revenue,"",Regular
2025-01-21,E303,1000,4639.48,0.0,Sale,"",Regular
2025-01-22,E303,4000,0.0,4639.48,Revenue,"",Regular
2025-01-07,E303,1000,1503.6,0.0,Sale,"",Regular
2025-01-26,E303,4000,0.0,1503.6,Revenue,"",Regular
2025-01-21,E303,1000,3992.76,0.0,Sale,"",Regular
2025-01-15,E303,4000,0.0,3992.76,Revenue,"",Regular
2025-01-08,E303,1000,1471.82,0.0,Sale,"",Regular
2025-01-02,E303,4000,0.0,1471.82,Revenue,"",Regular
2025-01-06,E303,1000,3934.13,0.0,Sale,"",Regular
2025-01-26,E303,4000,0.0,3934.13,Revenue,"",Regular
2025-01-01,E303,1000,1204.37,0.0,Sale,"",Regular
2025-01-07,E303,4000,0.0,1204.37,Revenue,"",Regular
2025-01-14,E303,1000,4338.18,0.0,Sale,"",Regular
2025-01-02,E303,4000,0.0,4338.18,Revenue,"",Regular
2025-01-01,E303,1000,4880.32,0.0,Sale,"",Regular
2025-01-14,E303,4000,0.0,4880.32,Revenue,"",Regular
2025-01-04,E303,1000,1043.59,0.0,Sale,"",Regular
2025-01-01,E303,4000,0.0,1043.59,Revenue,"",Regular
2025-01-06,E303,1000,1438.22,0.0,Sale,"",Regular
2025-01-20,E303,4000,0.0,1438.22,Revenue,"",Regular
2025-01-07,E303,1000,4892.27,0.0,Sale,"",Regular
2025-01-12,E303,4000,0.0,4892.27,Revenue,"",Regular
2025-01-26,E303,1000,1342.95,0.0,Sale,"",Regular
2025-01-25,E303,4000,0.0,1342.95,Revenue,"",Regular
2025-01-14,E303,1000,1996.32,0.0,Sale,"",Regular
2025-01-15,E303,4000,0.0,1996.32,Revenue,"",Regular
2025-01-18,E303,1000,4895.94,0.0,Sale,"",Regular
2025-01-25,E303,4000,0.0,4895.94,Revenue,"",Regular
2025-01-12,E303,1000,1174.72,0.0,Sale,"",Regular
2025-01-20,E303,4000,0.0,1174.72,Revenue,"",Regular
2025-01-25,E303,1000,3904.43,0.0,Sale,"",Regular
2025-01-15,E303,4000,0.0,3904.43,Revenue,"",Regular
2025-01-06,E303,1000,4461.44,0.0,Sale,"",Regular
2025-01-18,E303,4000,0.0,4461.44,Revenue,"",Regular
2025-01-22,E303,1000,4089.28,0.0,Sale,"",Regular
2025-01-14,E303,4000,0.0,4089.28,Revenue,"",Regular
2025-01-19,E303,1000,2780.04,0.0,Sale,"",Regular
2025-01-01,E303,4000,0.0,2780.04,Revenue,"",Regular
2025-01-28,E404,6600,8333.33,0.0,Depreciation Expense,"",Regular
2025-01-28,E404,1850,0.0,8333.33,Accrue Depreciation,"",Regular
2025-01-21,E404,1000,1239.18,0.0,Sale,"",Regular
2025-01-21,E404,4000,0.0,1239.18,Revenue,"",Regular
2025-01-07,E404,1000,4308.49,0.0,Sale,"",Regular
2025-01-10,E404,4000,0.0,4308.49,Revenue,"",Regular
2025-01-25,E404,1000,4265.14,0.0,Sale,"",Regular
2025-01-12,E404,4000,0.0,4265.14,Revenue,"",Regular
2025-01-14,E404,1000,3728.49,0.0,Sale,"",Regular
2025-01-21,E404,4000,0.0,3728.49,Revenue,"",Regular
2025-01-17,E404,1000,2425.82,0.0,Sale,"",Regular
2025-01-09,E404,4000,0.0,2425.82,Revenue,"",Regular
2025-01-19,E404,1000,4274.9,0.0,Sale,"",Regular
2025-01-19,E404,4000,0.0,4274.9,Revenue,"",Regular
2025-01-21,E404,1000,2504.94,0.0,Sale,"",Regular
2025-01-21,E404,4000,0.0,2504.94,Revenue,"",Regular
2025-01-03,E404,1000,3151.07,0.0,Sale,"",Regular
2025-01-18,E404,4000,0.0,3151.07,Revenue,"",Regular
2025-01-26,E404,1000,2243.81,0.0,Sale,"",Regular
2025-01-27,E404,4000,0.0,2243.81,Revenue,"",Regular
2025-01-23,E404,1000,4312.55,0.0,Sale,"",Regular
2025-01-18,E404,4000,0.0,4312.55,Revenue,"",Regular
2025-01-27,E404,1000,1220.33,0.0,Sale,"",Regular
2025-01-08,E404,4000,0.0,1220.33,Revenue,"",Regular
2025-01-21,E404,1000,1828.62,0.0,Sale,"",Regular
2025-01-03,E404,4000,0.0,1828.62,Revenue,"",Regular
2025-01-02,E404,1000,3979.02,0.0,Sale,"",Regular
2025-01-25,E404,4000,0.0,3979.02,Revenue,"",Regular
2025-01-07,E404,1000,4367.62,0.0,Sale,"",Regular
2025-01-17,E404,4000,0.0,4367.62,Revenue,"",Regular
2025-01-08,E404,1000,2906.04,0.0,Sale,"",Regular
2025-01-15,E404,4000,0.0,2906.04,Revenue,"",Regular
2025-01-02,E404,1000,4844.56,0.0,Sale,"",Regular
2025-01-11,E404,4000,0.0,4844.56,Revenue,"",Regular
2025-01-24,E404,1000,2630.48,0.0,Sale,"",Regular
2025-01-22,E404,4000,0.0,2630.48,Revenue,"",Regular
2025-01-02,E404,1000,2244.98,0.0,Sale,"",Regular
2025-01-04,E404,4000,0.0,2244.98,Revenue,"",Regular
2025-01-25,E404,1000,2280.06,0.0,Sale,"",Regular
2025-01-12,E404,4000,0.0,2280.06,Revenue,"",Regular
2025-01-26,E404,1000,2236.87,0.0,Sale,"",Regular
2025-01-10,E404,4000,0.0,2236.87,Revenue,"",Regular
2025-01-15,E404,1000,3268.78,0.0,Sale,"",Regular
2025-01-18,E404,4000,0.0,3268.78,Revenue,"",Regular
2025-01-22,E404,1000,1572.05,0.0,Sale,"",Regular
2025-01-03,E404,4000,0.0,1572.05,Revenue,"",Regular
2025-01-12,E404,1000,3457.79,0.0,Sale,"",Regular
2025-01-24,E404,4000,0.0,3457.79,Revenue,"",Regular
2025-01-02,E404,1000,2344.08,0.0,Sale,"",Regular
2025-01-17,E404,4000,0.0,2344.08,Revenue,"",Regular
2025-01-15,E404,1000,1442.77,0.0,Sale,"",Regular
2025-01-09,E404,4000,0.0,1442.77,Revenue,"",Regular
2025-01-17,E404,1000,2628.89,0.0,Sale,"",Regular
2025-01-10,E404,4000,0.0,2628.89,Revenue,"",Regular
2025-01-06,E404,1000,4933.82,0.0,Sale,"",Regular
2025-01-19,E404,4000,0.0,4933.82,Revenue,"",Regular
2025-01-18,E404,1000,3223.46,0.0,Sale,"",Regular
2025-01-03,E404,4000,0.0,3223.46,Revenue,"",Regular
2025-01-26,E404,1000,1428.14,0.0,Sale,"",Regular
2025-01-20,E404,4000,0.0,1428.14,Revenue,"",Regular
2025-01-24,E404,1000,2829.49,0.0,Sale,"",Regular
2025-01-25,E404,4000,0.0,2829.49,Revenue,"",Regular
2025-01-11,E404,1000,4166.73,0.0,Sale,"",Regular
2025-01-24,E404,4000,0.0,4166.73,Revenue,"",Regular
2025-01-10,E404,1000,2312.33,0.0,Sale,"",Regular
2025-01-07,E404,4000,0.0,2312.33,Revenue,"",Regular
2025-01-08,E404,1000,3842.42,0.0,Sale,"",Regular
2025-01-09,E404,4000,0.0,3842.42,Revenue,"",Regular
2025-01-02,E404,1000,4226.84,0.0,Sale,"",Regular
2025-01-26,E404,4000,0.0,4226.84,Revenue,"",Regular
2025-01-18,E404,1000,1071.05,0.0,Sale,"",Regular
2025-01-07,E404,4000,0.0,1071.05,Revenue,"",Regular
2025-01-10,E404,1000,3727.51,0.0,Sale,"",Regular
2025-01-12,E404,4000,0.0,3727.51,Revenue,"",Regular
2025-01-22,E404,1000,4524.08,0.0,Sale,"",Regular
2025-01-08,E404,4000,0.0,4524.08,Revenue,"",Regular
2025-01-25,E404,1000,4384.19,0.0,Sale,"",Regular
2025-01-01,E404,4000,0.0,4384.19,Revenue,"",Regular
2025-01-18,E404,1000,4025.08,0.0,Sale,"",Regular
2025-01-25,E404,4000,0.0,4025.08,Revenue,"",Regular
2025-01-08,E404,1000,2772.05,0.0,Sale,"",Regular
2025-01-17,E404,4000,0.0,2772.05,Revenue,"",Regular
2025-01-12,E404,1000,4555.06,0.0,Sale,"",Regular
2025-01-02,E404,4000,0.0,4555.06,Revenue,"",Regular
2025-01-20,E404,1000,1476.35,0.0,Sale,"",Regular
2025-01-01,E404,4000,0.0,1476.35,Revenue,"",Regular
2025-01-20,E404,1000,2936.81,0.0,Sale,"",Regular
2025-01-13,E404,4000,0.0,2936.81,Revenue,"",Regular
2025-01-18,E404,1000,2814.69,0.0,Sale,"",Regular
2025-01-21,E404,4000,0.0,2814.69,Revenue,"",Regular
2025-01-01,E404,1000,2163.78,0.0,Sale,"",Regular
2025-01-02,E404,4000,0.0,2163.78,Revenue,"",Regular
2025-01-12,E404,1000,2846.85,0.0,Sale,"",Regular
2025-01-07,E404,4000,0.0,2846.85,Revenue,"",Regular
2025-01-03,E404,1000,1959.45,0.0,Sale,"",Regular
2025-01-03,E404,4000,0.0,1959.45,Revenue,"",Regular
2025-01-23,E404,1000,4822.96,0.0,Sale,"",Regular
2025-01-23,E404,4000,0.0,4822.96,Revenue,"",Regular
2025-01-07,E404,1000,1305.68,0.0,Sale,"",Regular
2025-01-05,E404,4000,0.0,1305.68,Revenue,"",Regular
2025-01-13,E404,1000,4127.56,0.0,Sale,"",Regular
2025-01-18,E404,4000,0.0,4127.56,Revenue,"",Regular
2025-02-28,E101,6600,8333.33,0.0,Depreciation Expense,"",Regular
